Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
277.28144634242517,6,50,10.417277849400916,1,0,0,1,1,0,0,4,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,1,15916.65733536887,82.61288967316153,1361.2784568975385,494.0549708786808,221.87682440031293,494.0549708786808,0.04178863608590925,12,3774.219015946105
191.59549238217903,6,60,24.653967187909632,1,1,0,0,1,0,0,8,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4,1,21044.889105823873,188.24105980573856,1091.3259572260422,417.81210269542254,299.9047605212706,417.81210269542254,0.3689532364254851,5,12782.563421893627
280.78502806268114,6,51,26.523839793942425,1,1,0,0,1,0,0,5,2,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,4,1,6854.799470861353,167.58467960868845,1090.019799510542,1094.7803885232456,121.52177637897222,1094.7803885232456,0.21997070579387304,24,46998.58369767798
64.21092512390953,6,64,5.561731649105296,0,1,0,1,1,0,0,8,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,4,1,14943.123306386053,66.97508752612896,958.8561422188106,916.750824915559,82.95238036606872,916.750824915559,0.08060703061750052,29,33803.631093101314
136.2712495527481,6,59,17.151347153052058,0,1,0,0,1,0,0,12,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,4,1,19400.203103532796,131.19989342022083,939.8875941240001,683.1184078726185,201.1329121829272,683.1184078726185,0.19448511977886593,13,26036.622092668113
191.23067598474802,6,58,17.118844403290908,0,0,0,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,19361.56180749694,112.47980596370694,1327.9016996093894,401.1093249688682,147.48720273296695,401.1093249688682,0.1081880516460982,27,38238.52088084362
59.46430598863725,6,53,10.422131899025686,0,1,0,1,1,0,0,8,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,4,1,8240.09853401141,94.93479540457568,1357.3421078296565,641.0960048675464,142.02099998371904,641.0960048675464,0.10212980144491479,25,31586.72689386323
209.58161920952463,6,48,9.437342439513868,1,0,0,0,1,0,0,8,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,1,12477.908797339562,44.912044280645844,1272.4318042627883,546.3636947862391,272.81252322419726,546.3636947862391,0.2642697328086808,15,5409.536739976495
311.012926842249,6,49,12.110758470997116,0,0,0,1,1,0,0,7,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,21244.02250361636,131.24489123922882,920.061966624403,609.0241647361094,288.2674554643984,609.0241647361094,0.389536319227717,24,38131.84320565073
96.11408753052834,6,51,8.790137990725256,1,1,0,0,1,0,0,2,2,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,4,1,8506.913097519926,179.45944118776882,1429.7747887443468,426.19636255933483,84.34231607371322,426.19636255933483,0.081140351564863,12,49046.06559313002
